text,created_at,Unique Identifier
Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.,9/14/2017,80
Bernie Sanders is pushing hard for a single payer healthcare plan - a curse on the U.S. &amp; its people...,9/14/2017,80
...I told Republicans to approve healthcare fast or this would happen. But don't worry I will veto because I love our country &amp; its people.,9/14/2017,80
WE ARE WITH YOU FLORIDA!Emergency Information 1-800-342-3557https://t.co/zbWkR5VmDpVolunteer 1-800-FL-HELP-1https://t.co/ghkbVajBN0 https://t.co/2Jj85weO1U,9/14/2017,80
FLORIDA-Just like TX WE are w/you today we are w/you tomorrow &amp; we will be w/you EVERY SINGLE DAY AFTER to RESTORE RECOVER &amp; REBUILD! https://t.co/phRMudujxJ,9/15/2017,80
With the ridiculous Filibuster Rule in the Senate Republicans need 60 votes to pass legislation rather than 51. Can't get votes END NOW!,9/15/2017,80
Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!,9/15/2017,80
Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must cut off &amp; use better!,9/15/2017,80
The travel ban into the United States should be far larger tougher and more specific-but stupidly that would not be politically correct!,9/15/2017,80
We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive &amp; nasty!,9/15/2017,80
ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!,9/15/2017,80
CHAIN MIGRATION cannot be allowed to be part of any legislation on Immigration!,9/15/2017,80
WEEKLY ADDRESS???§???? https://t.co/MsaLA9POAt,9/15/2017,80
Frank ƒ??FXƒ? Giaccio-On behalf of @FLOTUS Melania &amp; myself THANK YOU for doing a GREAT job this morning! @NatlParkService gives you an A+! https://t.co/135DxuapUI,9/15/2017,80
NEVER forget our HEROES held prisoner or who have gone missing in action while serving their country.Proclamation: https://t.co/4xBZGjAGj5 https://t.co/yZTr7rlpTV,9/15/2017,80
Our hearts &amp; prayers go out to the people of London who suffered a vicious terrorist attack.... https://t.co/Q2hTBV2l5t,9/15/2017,80
We will defend our people our nations and our civilization from all who dare to threaten our way of life...cont: https://t.co/SYBRshx89b https://t.co/sIiAuxL3OE,9/15/2017,80
HAPPY 70th BIRTHDAY to the @USAirForce! The American people are eternally grateful. Thank you for keeping America PROUD STRONG and FREE! https://t.co/DYxkh3gj0R,9/15/2017,80
A great deal of good things happening for our country. Jobs and Stock Market at all time highs and I believe will be getting even better!,9/16/2017,80
Attorney General Bill Shuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help!,9/16/2017,80
"I will be in Huntsville Alabama on Saturday night to support Luther Strange for Senate. ""Big Luther"" is a great guy who gets things done!",9/16/2017,80
Attorney General Bill Schuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help,9/17/2017,81
I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!,9/17/2017,81
Thank you! https://t.co/vs4MNwXtei,9/17/2017,81
RT @dmartosko: This is the #NYTimes. Can you understand why so many reporters are cautious about working for them? https://t.co/LRJKtFNgM4,9/17/2017,81
RT @Team_Trump45: @realDonaldTrump  https://t.co/dw0zKYtyfT,9/17/2017,81
RT @glamourizes: @realDonaldTrump Only true Americans can see that president Trump is making America great. He's the only person who can! Hƒ??,9/17/2017,81
RT @Team_Trump45: @realDonaldTrump  https://t.co/1zo6zc2pxt,9/17/2017,81
RT @Team_Trump45: @realDonaldTrump  https://t.co/MOnPkuKxQM,9/17/2017,81
RT @Team_Trump45: @realDonaldTrump  https://t.co/Vu56q4z2XJ,9/17/2017,81
RT @Fuctupmind: @realDonaldTrump Donald Trump's amazing golf swing #CrookedHillary https://t.co/vKhxxFCBV1,9/17/2017,81
My great honor! https://t.co/x25T9tQAnI,9/17/2017,81
RT @markets: What Is Trump worth to Twitter? One analyst estimates $2 billion https://t.co/knniVpqr35 https://t.co/djkZiRk5nL,9/17/2017,81
Important meetings and calls scheduled for today. Military and economy are getting stronger by the day and our enemies know it. #MAGA,9/17/2017,81
RT @realDonaldTrump: The travel ban into the United States should be far larger tougher and more specific-but stupidly that would not beƒ??,9/17/2017,81
RT @realDonaldTrump: Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we mustƒ??,9/17/2017,81
Happy 70th Birthday @USAirForce! https://t.co/snkXO40vXM,9/18/2017,81
Happy 70th Birthday @CIA! https://t.co/CU3gOZMf7J,9/18/2017,81
We commend SG @AntonioGuterres &amp; his call for the UN to focus more on people &amp; less on bureaucracy. #USAatUNGA #UNGA https://t.co/KVvCMznmcN https://t.co/UQn6RrC9Xw,9/18/2017,81
Looking forward to meeting with Prime Minister @Netanyahu shortly. Peace in the Middle East would be a truly great legacy for ALL people!,9/18/2017,81
Such an honor to have my good friend Israel PM @Netanyahu join us w/ his delegation in NYC this afternoon. #UNGA https://t.co/YEHWjdtQx8 https://t.co/jwU4e8Yk8A,9/18/2017,81
It was a great honor to be with President @EmmanuelMacron of France this afternoon with his delegation. Great bilateral meeting! #UNGA https://t.co/HnxDDU5d5F,9/19/2017,81
We call for the full restoration of democracy and political freedoms in Venezuela and we want it to happen very very soon! https://t.co/bMJDOtAesl,9/19/2017,81
#USAatUNGA???§???? #UNGA https://t.co/MjIJ7HG3eU,9/19/2017,81
Big day at the United Nations - many good things and some tricky ones happening. We have a great team. Big speech at 10:00 A.M.,9/19/2017,81
RT @IvankaTrump: I have long respected India's accomplished and charismatic Foreign Minister @SushmaSwaraj and it was an honor to meet herƒ??,9/19/2017,81
The???§????has great strength &amp; patience but if it is forced to defend itself or its allies we will have no choice but to totally destroy #NoKo. https://t.co/P4vAanXvgm,9/19/2017,81
As President of the United States of America I will ALWAYS put #AmericaFirst???§????#UNGAFull remarks: https://t.co/ksaMsQ2Lhm https://t.co/XrtpAWwuCn,9/19/2017,81
God bless the people of Mexico City. We are with you and will be there for you.,9/19/2017,81
It was a great honor to have spoken before the countries of the world at the United Nations.#USAatUNGA???§????#UNGAhttps://t.co/1maJwRGa3d https://t.co/6Hu3AeUp58,9/19/2017,81
The true question for the @UN...???https://t.co/tx5SnACAaS,9/20/2017,82
Puerto Rico being hit hard by new monster Hurricane. Be careful our hearts are with you- will be there to help!,9/20/2017,82
A great and important day at the United Nations.Met with leaders of many nations who agree with much (or all) of what I stated in my speech!,9/20/2017,82
So nice thank you! https://t.co/Cg4dzHhbrv,9/20/2017,82
"I was saddened to see how bad the ratings were on the Emmys last night - the worst ever. Smartest people of them all are the ""DEPLORABLES.""",9/20/2017,82
Thank you Jacob! https://t.co/Wjjrv6KTVT,9/20/2017,82
RT @Scavino45: .@POTUS @realDonaldTrump and @UN Secretary-General @AntonioGuterres pose for????prior to their expanded bilateral meeting. #USAƒ??,9/20/2017,82
RT @Scavino45: #WeThePeople???§????#USAatUNGA #UNGA https://t.co/8VsFL9MZxx,9/20/2017,82
"RT @Scavino45: ""The Iran deal was one of the worst &amp; most one sided transactions the United States has EVER entered into.""@POTUS @realDonaƒ??",9/20/2017,82
Big meetings today at the United Nations. So many interesting leaders. America First will MAKE AMERICA GREAT AGAIN!,9/20/2017,82
After allowing North Korea to research and build Nukes while Secretary of State (Bill C also) Crooked Hillary now criticizes.,9/20/2017,82
RT @DonnaWR8: @realDonaldTrump Thank you @POTUS for believing in Us like we believed in you! #MAGA https://t.co/C476SHWd0m,9/20/2017,82
The world is noticing thanks! https://t.co/2NL6SlWnmH,9/20/2017,82
RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by theiƒ??,9/20/2017,82
Thank you  @foxandfriends - great show!,9/20/2017,82
RT @Franklin_Graham: Join me in praying for @POTUS. He reminded the world ƒ??If the righteous many do not confront the wicked few then evilƒ??,9/20/2017,82
Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!,9/20/2017,82
I hope Republican Senators will vote for Graham-Cassidy and fulfill their promise to Repeal &amp; Replace ObamaCare. Money direct to States!,9/20/2017,82
"Looking forward to Friday night in the Great State of Alabama. I am supporting ""Big"" Luther Strange because he was so loyal &amp; helpful to me!",9/20/2017,82
It was a great honor to be with King Abdullah II of Jordan and his delegation this morning. We had a GREAT bilateral meeting!???§???????????? https://t.co/6tYDHswKa3,9/20/2017,82
Honored to meet w/ Pres Abbas from the Palestinian Authority &amp; his delegation who have been working hard w/everybody involved toward peace. https://t.co/4E8awDkX93,9/20/2017,82
Honored to host a luncheon for African leaders this afternoon. Great discussions on the challenges &amp; opportunities facing our nations today. https://t.co/AbnBJtKCAI,9/20/2017,82
RT @VP: Went to the Senate today to say @POTUS &amp; I fully support Graham-Cassidy plan to repeal/replace Obamacare. Let's get this done. httpƒ??,9/20/2017,82
On behalf of all Americans I want to wish Jewish families many blessings in the New Year. https://t.co/m4VWxYvONx https://t.co/iYG1G8GaLN,9/20/2017,82
"Alabama is sooo lucky to have a candidate like ""Big"" Luther Strange. Smart tough on crime borders &amp; trade loves Vets &amp; Military. Tuesday!",9/20/2017,82
I would not sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal &amp; Replace.,9/20/2017,82
The NRA strongly endorses Luther Strange for Senator of Alabama.That means all gun owners should vote for Big Luther. He won't let you down!,9/21/2017,82
Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care) he doesn't lie-just wants to help people!,9/21/2017,82
Governor @RicardoRossello- We are with you and the people of Puerto Rico. Stay safe! #PRStrong,9/21/2017,82
It was a pleasure to have President Ashraf Ghani of Afghanistan with us this morning! #USAatUNGA #UNGA https://t.co/HOEVfnMn14,9/21/2017,82
It was wonderful to have President Petro Poroshenko of Ukraine with us in New York City today. #UNGA???https://t.co/UKOMUj0ZuL https://t.co/GpkERy8WiP,9/21/2017,82
It was a great privilege to meet with President Moon of South Korea.Stay tuned! ???§???????ø???ú#UNGA https://t.co/7xYDO5ddUm,9/21/2017,82
Today I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete denuclearization of #NoKo. https://t.co/igjOSM7N7h,9/21/2017,82
Senator Luther Strange has gone up a lot in the polls since I endorsed him a month ago. Now a close runoff. He will be great in D.C.,9/21/2017,82
A big day for the U.S. at the United Nations!,9/21/2017,82
"Rand Paul or whoever votes against Hcare Bill will forever (future political campaigns) be known as ""the Republican who saved ObamaCare.""",9/22/2017,82
Kim Jong Un of North Korea who is obviously a madman who doesn't mind starving or killing his people will be tested like never before!,9/22/2017,82
Thank you! https://t.co/hlz48RLkIf,9/22/2017,82
RT @TwitterData: These are the 10 most Tweeted about world leaders during the first day of #UNGA General Debate https://t.co/HhlOlNAkDJ,9/22/2017,82
RT @DonnaWR8: .@POTUS #TRUMP???§???? &amp; @FLOTUS???§When ALL seemed HOPELESS...YOU brought HOPE!You INSPIRE us ALL!#MAGA #Harvey @Scavino45 #USAƒ??,9/22/2017,82
